in3,false,false,true,true,false,false,true,true,false,false,true,true,false,false,true,true
$3,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false,false
$1,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,true
out,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,true
$5,true,true,false,false,true,true,false,false,true,true,false,false,true,true,false,false
$7,true,true,true,true,false,false,false,false,true,true,true,true,false,false,false,false
in4,false,true,false,true,false,true,false,true,false,true,false,true,false,true,false,true
$6,true,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false
$2,false,false,true,false,false,false,true,false,false,false,true,false,false,false,true,false
in2,false,false,false,false,true,true,true,true,false,false,false,false,true,true,true,true
$4,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true
in1,false,false,false,false,false,false,false,false,true,true,true,true,true,true,true,true
