in1,false,false,false,false,false,false,false,false,true,true,true,true,true,true,true,true
$9,false,false,false,false,false,false,false,false,true,true,false,false,true,true,false,false
$1,false,false,false,false,false,false,false,false,false,true,false,true,false,true,false,false
in3,false,false,true,true,false,false,true,true,false,false,true,true,false,false,true,true
$5,false,true,false,true,false,true,false,true,false,true,false,true,false,true,false,true
$6,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
out,false,false,false,false,false,false,false,false,false,true,false,true,false,true,false,false
$10,false,false,false,false,false,false,false,false,true,true,true,true,false,false,false,false
$7,true,false,true,false,true,false,true,false,true,false,true,false,true,false,true,false
$11,true,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false
$8,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
$4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
$3,true,true,true,true,true,true,true,true,false,false,false,false,false,false,true,true
$2,true,false,true,false,true,false,true,false,true,false,true,false,true,false,true,false
in2,false,true,false,true,false,true,false,true,false,true,false,true,false,true,false,true
in4,false,false,false,false,true,true,true,true,false,false,false,false,true,true,true,true
