$1,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false
$6,true,true,false,false,false,false,false,false,true,true,false,false,false,false,false,false
in2,false,false,false,false,true,true,true,true,false,false,false,false,true,true,true,true
$7,true,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false
$11,true,false,true,false,true,false,true,false,true,false,true,false,true,false,true,false
$9,true,true,true,true,false,false,false,false,true,true,true,true,false,false,false,false
$2,false,false,false,false,false,true,true,true,false,false,false,false,false,false,true,true
$4,false,false,true,true,true,true,true,true,false,false,true,true,true,true,true,true
$5,false,false,false,false,false,false,false,false,true,false,true,false,true,false,true,false
out,false,false,false,false,false,true,true,true,true,false,false,false,false,false,true,true
$8,true,false,false,false,true,false,false,false,true,true,false,false,true,true,false,false
in3,false,false,false,false,false,false,false,false,true,true,true,true,true,true,true,true
$3,true,true,true,true,true,true,true,true,false,true,false,true,false,true,false,true
in4,false,true,false,true,false,true,false,true,false,true,false,true,false,true,false,true
in1,false,false,true,true,false,false,true,true,false,false,true,true,false,false,true,true
$10,false,true,false,true,false,true,false,true,false,false,false,false,false,false,false,false
