in4,false,false,true,true,false,false,true,true,false,false,true,true,false,false,true,true
in3,false,false,false,false,true,true,true,true,false,false,false,false,true,true,true,true
$3,true,true,false,false,true,true,true,true,false,false,false,false,false,false,false,false
$1,false,false,true,false,false,false,false,false,true,false,true,false,true,false,true,false
out,false,false,true,false,true,true,false,false,true,true,true,false,true,true,true,false
in1,false,true,false,true,false,true,false,true,false,true,false,true,false,true,false,true
$5,false,false,true,true,false,false,false,false,false,false,true,true,false,false,false,false
$6,true,true,false,false,true,true,false,false,true,true,false,false,true,true,false,false
$2,false,false,false,false,true,true,false,false,true,true,false,false,true,true,false,false
$4,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false
in2,false,false,false,false,false,false,false,false,true,true,true,true,true,true,true,true
