out,true,false,true,false,false,false,true,false,false,true,true,false,true,true,true,false
in3,false,false,true,true,false,false,true,true,false,false,true,true,false,false,true,true
$2,false,false,false,false,false,false,false,false,false,true,false,false,true,true,false,false
$1,true,false,true,false,false,false,true,false,false,false,true,false,false,false,true,false
$5,true,false,true,false,false,false,true,false,true,false,true,false,false,false,true,false
$7,true,true,true,true,false,false,false,false,true,true,true,true,false,false,false,false
in1,false,true,false,true,false,true,false,true,false,true,false,true,false,true,false,true
in2,false,false,false,false,true,true,true,true,false,false,false,false,true,true,true,true
$3,false,true,false,true,true,true,false,true,false,false,false,true,false,false,false,true
$6,false,false,false,false,true,true,false,false,false,false,false,false,true,true,false,false
$8,true,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false
$4,false,false,false,false,false,false,false,false,true,true,false,false,true,true,false,false
in4,false,false,false,false,false,false,false,false,true,true,true,true,true,true,true,true
