$1,false,false,true,false,false,false,true,false,false,false,true,false,false,false,true,false
in4,false,false,false,false,false,false,false,false,true,true,true,true,true,true,true,true
in3,false,true,false,true,false,true,false,true,false,true,false,true,false,true,false,true
in1,false,false,true,true,false,false,true,true,false,false,true,true,false,false,true,true
in2,false,false,false,false,true,true,true,true,false,false,false,false,true,true,true,true
$5,true,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false
out,false,false,true,true,false,false,true,true,false,false,true,false,false,false,true,true
$2,false,false,true,true,false,false,true,true,false,false,false,false,false,false,true,true
$3,true,true,false,false,true,true,false,false,true,true,false,false,true,true,false,false
$4,false,false,false,false,false,false,false,false,true,true,true,true,false,false,false,false
