in1,false,false,false,false,false,false,false,false,true,true,true,true,true,true,true,true
in3,false,true,false,true,false,true,false,true,false,true,false,true,false,true,false,true
out,true,false,false,true,false,false,true,true,true,false,false,true,false,false,false,true
$2,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false
in4,false,false,true,true,false,false,true,true,false,false,true,true,false,false,true,true
$1,false,false,false,true,false,false,true,true,false,false,false,true,false,false,false,true
$5,false,false,true,true,true,true,true,true,false,false,true,true,true,true,true,true
$7,false,false,false,false,true,true,true,true,false,false,false,false,false,false,false,false
in2,false,false,false,false,true,true,true,true,false,false,false,false,true,true,true,true
$3,true,false,true,false,false,false,false,false,true,false,true,false,true,false,true,false
$6,true,true,false,false,false,false,false,false,true,true,false,false,false,false,false,false
$8,true,true,true,true,false,false,false,false,true,true,true,true,false,false,false,false
$4,true,true,false,false,true,true,false,false,true,true,false,false,true,true,false,false
