in2,false,false,true,true,false,false,true,true,false,false,true,true,false,false,true,true
in4,false,false,false,false,true,true,true,true,false,false,false,false,true,true,true,true
$3,true,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false
$1,false,false,false,false,false,false,false,false,true,false,true,false,true,false,true,false
out,false,true,false,false,true,true,false,false,true,true,true,false,true,false,true,false
$5,false,true,false,true,false,false,false,false,false,true,false,true,false,false,false,false
$7,true,false,true,false,false,false,false,false,true,false,true,false,false,false,false,false
$6,false,true,false,true,true,true,true,true,false,false,false,false,false,false,false,false
$2,false,true,false,false,true,true,false,false,false,true,false,false,false,false,false,false
in3,false,true,false,true,false,true,false,true,false,true,false,true,false,true,false,true
$4,true,false,true,false,false,false,false,false,true,false,true,false,true,true,true,true
in1,false,false,false,false,false,false,false,false,true,true,true,true,true,true,true,true
