custom/best_energy,env54/episode_return_disc,env50/episode_return_disc,env20/episode_return,env57/episode_return,env60/episode_return,env38/episode_return_disc,env24/episode_return,env65/episode_return_disc,env74/episode_return_disc,env15/episode_return_disc,env55/episode_return,env58/episode_return_disc,env26/episode_return_disc,env28/episode_return,env35/episode_return,env61/episode_return_disc,env17/episode_return,env49/episode_return,env3/episode_return_disc,env41/episode_return_disc,env43/episode_return_disc,env7/episode_return_disc,env43/episode_return,env44/episode_return,env61/episode_return,env64/episode_return,env35/episode_return_disc,env74/episode_return,env19/episode_return_disc,env12/episode_return,env21/episode_return,env37/episode_return,env4/episode_return,env46/episode_return,env67/episode_return,env54/episode_return,env48/episode_return_disc,env19/episode_return,env25/episode_return,env53/episode_return_disc,env1/episode_return,env39/episode_return,env68/episode_return_disc,env52/episode_return,env17/episode_return_disc,env40/episode_return_disc,env57/episode_return_disc,env53/episode_return,env42/episode_return_disc,env11/episode_return,env36/episode_return_disc,env6/episode_return,env38/episode_return,env29/episode_return_disc,env8/episode_return,env33/episode_return,env41/episode_return,env72/episode_return_disc,env71/episode_return,env39/episode_return_disc,env27/episode_return,env20/episode_return_disc,env23/episode_return_disc,env32/episode_return,env31/episode_return,env15/episode_return,env31/episode_return_disc,env14/episode_return,env40/episode_return,env60/episode_return_disc,env2/episode_return,env66/episode_return,env45/episode_return,env26/episode_return,env16/episode_return,env0/episode_return,env56/episode_return,env10/episode_return_disc,env62/episode_return_disc,env6/episode_return_disc,env49/episode_return_disc,env69/episode_return,env7/episode_return,env29/episode_return,env67/episode_return_disc,env1/episode_return_disc,env23/episode_return,env71/episode_return_disc,env59/episode_return_disc,env22/episode_return,env2/episode_return_disc,env27/episode_return_disc,env63/episode_return,env36/episode_return,env16/episode_return_disc,env55/episode_return_disc,env0/episode_return_disc,env68/episode_return,env70/episode_return_disc,env34/episode_return,env30/episode_return_disc,env52/episode_return_disc,env66/episode_return_disc,env73/episode_return,env47/episode_return,env5/episode_return,env45/episode_return_disc,env75/episode_return_disc,env8/episode_return_disc,env58/episode_return,env3/episode_return,env42/episode_return,env62/episode_return,env48/episode_return,env77/episode_return_disc,env18/episode_return_disc,env30/episode_return,env77/episode_return,env47/episode_return_disc,env44/episode_return_disc,env37/episode_return_disc,env13/episode_return_disc,env51/episode_return_disc,env12/episode_return_disc,env79/episode_return_disc,env50/episode_return,env14/episode_return_disc,env59/episode_return,env64/episode_return_disc,env76/episode_return,env78/episode_return_disc,env65/episode_return,env69/episode_return_disc,env79/episode_return,env24/episode_return_disc,env4/episode_return_disc,env34/episode_return_disc,env5/episode_return_disc,env18/episode_return,env22/episode_return_disc,env33/episode_return_disc,env9/episode_return_disc,env56/episode_return_disc,env75/episode_return,env46/episode_return_disc,env76/episode_return_disc,env63/episode_return_disc,env11/episode_return_disc,env72/episode_return,env9/episode_return,env25/episode_return_disc,env32/episode_return_disc,env70/episode_return,env28/episode_return_disc,env13/episode_return,env10/episode_return,env21/episode_return_disc,env78/episode_return,env73/episode_return_disc,env51/episode_return,time/total_timesteps,eval/mean_reward,eval/mean_ep_length,rollout/ep_len_mean,time/iterations,time/time_elapsed,rollout/ep_rew_mean,time/fps,train/n_updates,train/value_loss,train/clip_fraction,train/policy_gradient_loss,train/learning_rate,train/entropy_loss,train/approx_kl,train/clip_range,train/loss,train/explained_variance
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9.135173797607422,10.150193214416504,7.692307472229004,6.25,6.25,7.612644672393799,14.285714149475098,6.090115547180176,8.304702758789062,5.709483623504639,14.285714149475098,7.612644672393799,7.027056694030762,7.142857074737549,14.285714149475098,7.027056694030762,8.333333015441895,6.25,5.709483623504639,7.027056694030762,6.5251240730285645,10.150193214416504,7.142857074737549,7.142857074737549,7.692307472229004,9.090909004211426,13.050248146057129,9.090909004211426,13.050248146057129,7.142857074737549,6.25,14.285714149475098,7.142857074737549,8.333333015441895,7.142857074737549,10.0,11.418967247009277,14.285714149475098,9.090909004211426,5.709483623504639,6.25,6.25,6.5251240730285645,7.142857074737549,7.612644672393799,6.090115547180176,5.709483623504639,6.25,13.050248146057129,6.25,6.5251240730285645,7.142857074737549,8.333333015441895,7.612644672393799,7.142857074737549,12.5,7.692307472229004,6.090115547180176,7.142857074737549,5.709483623504639,8.333333015441895,7.027056694030762,7.612644672393799,8.333333015441895,6.25,6.25,5.709483623504639,14.285714149475098,6.666666507720947,5.709483623504639,7.142857074737549,9.090909004211426,6.25,7.692307472229004,8.333333015441895,7.142857074737549,8.333333015441895,13.050248146057129,7.027056694030762,6.5251240730285645,5.709483623504639,8.333333015441895,11.11111068725586,8.333333015441895,6.5251240730285645,5.709483623504639,8.333333015441895,6.5251240730285645,7.612644672393799,7.142857074737549,6.5251240730285645,7.612644672393799,6.25,7.142857074737549,7.612644672393799,13.050248146057129,6.5251240730285645,7.142857074737549,15.225289344787598,8.333333015441895,5.709483623504639,6.5251240730285645,8.304702758789062,8.333333015441895,14.285714149475098,7.142857074737549,5.709483623504639,13.050248146057129,6.5251240730285645,8.333333015441895,6.25,14.285714149475098,7.692307472229004,12.5,6.5251240730285645,7.612644672393799,6.25,7.142857074737549,13.050248146057129,6.5251240730285645,13.050248146057129,7.027056694030762,7.612644672393799,6.5251240730285645,5.709483623504639,11.11111068725586,13.050248146057129,8.333333015441895,8.304702758789062,8.333333015441895,6.5251240730285645,6.666666507720947,7.612644672393799,6.25,13.050248146057129,6.5251240730285645,7.612644672393799,6.5251240730285645,8.333333015441895,6.5251240730285645,11.418967247009277,7.027056694030762,7.612644672393799,14.285714149475098,7.612644672393799,7.612644672393799,5.709483623504639,5.709483623504639,6.666666507720947,7.692307472229004,8.304702758789062,7.612644672393799,16.66666603088379,6.5251240730285645,7.692307472229004,14.285714149475098,5.709483623504639,7.142857074737549,7.612644672393799,8.333333015441895,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7.027056694030762,6.5251240730285645,8.333333015441895,5.263157844543457,7.142857074737549,6.090115547180176,8.333333015441895,8.304702758789062,7.612644672393799,15.225289344787598,6.25,5.075096607208252,6.5251240730285645,5.55555534362793,6.666666507720947,5.709483623504639,11.11111068725586,7.692307472229004,13.050248146057129,6.5251240730285645,4.152351379394531,7.612644672393799,4.545454502105713,8.333333015441895,6.25,14.285714149475098,6.090115547180176,8.333333015441895,5.075096607208252,14.285714149475098,8.333333015441895,6.25,9.090909004211426,3.846153736114502,16.66666603088379,7.692307472229004,15.225289344787598,5.55555534362793,9.090909004211426,10.150193214416504,6.25,4.545454502105713,6.5251240730285645,8.333333015441895,10.150193214416504,6.5251240730285645,4.807986259460449,11.11111068725586,13.050248146057129,14.285714149475098,7.612644672393799,11.11111068725586,6.666666507720947,7.612644672393799,4.761904716491699,9.090909004211426,7.142857074737549,4.152351379394531,5.882352828979492,4.152351379394531,6.25,7.612644672393799,6.090115547180176,14.285714149475098,6.666666507720947,16.66666603088379,6.090115547180176,6.666666507720947,7.142857074737549,6.5251240730285645,7.142857074737549,14.285714149475098,7.142857074737549,7.142857074737549,8.333333015441895,11.11111068725586,9.090909004211426,5.373631477355957,4.807986259460449,10.150193214416504,7.027056694030762,4.761904716491699,8.333333015441895,8.333333015441895,15.225289344787598,5.709483623504639,6.666666507720947,5.373631477355957,15.225289344787598,16.66666603088379,6.5251240730285645,5.709483623504639,12.5,8.333333015441895,7.612644672393799,5.709483623504639,10.150193214416504,7.142857074737549,6.5251240730285645,6.25,7.027056694030762,7.612644672393799,13.050248146057129,6.666666507720947,8.333333015441895,8.333333015441895,6.5251240730285645,7.612644672393799,4.350082874298096,5.55555534362793,14.285714149475098,14.285714149475098,5.263157844543457,16.66666603088379,6.5251240730285645,7.612644672393799,7.692307472229004,7.142857074737549,7.612644672393799,7.612644672393799,5.709483623504639,6.5251240730285645,6.5251240730285645,13.050248146057129,4.350082874298096,7.142857074737549,6.090115547180176,16.66666603088379,13.050248146057129,7.142857074737549,7.027056694030762,9.090909004211426,4.350082874298096,4.761904716491699,7.612644672393799,8.304702758789062,5.709483623504639,7.612644672393799,8.333333015441895,15.225289344787598,8.304702758789062,5.075096607208252,8.304702758789062,8.333333015441895,3.513528347015381,6.5251240730285645,11.418967247009277,13.050248146057129,4.545454502105713,5.55555534362793,8.304702758789062,13.050248146057129,7.142857074737549,5.075096607208252,7.142857074737549,5.882352828979492,7.612644672393799,7.692307472229004,6.090115547180176,7.142857074737549,1600,7.732271460000001,10.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,10.0,1,183,8.462141810000002,8,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,11.244016790390015,0.054843751178123054,-0.03582388644650791,0.0003,-6.120177507400513,0.012986486,0.2,3.4237277507781982,0.00891655683517456
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13.050248146057129,15.225289344787598,7.692307472229004,14.285714149475098,6.25,5.373631477355957,5.0,6.090115547180176,6.090115547180176,7.027056694030762,14.285714149475098,13.050248146057129,13.050248146057129,16.66666603088379,6.25,7.612644672393799,7.142857074737549,7.142857074737549,4.567586898803711,5.373631477355957,13.050248146057129,5.373631477355957,14.285714149475098,5.263157844543457,8.333333015441895,6.25,5.709483623504639,6.666666507720947,4.152351379394531,8.333333015441895,6.666666507720947,16.66666603088379,6.666666507720947,4.34782600402832,10.0,14.285714149475098,6.090115547180176,4.545454502105713,7.142857074737549,5.075096607208252,6.666666507720947,8.333333015441895,6.5251240730285645,4.761904716491699,6.5251240730285645,6.5251240730285645,13.050248146057129,5.55555534362793,13.050248146057129,11.11111068725586,6.5251240730285645,5.0,5.882352828979492,4.807986259460449,4.166666507720947,5.0,5.882352828979492,10.150193214416504,7.692307472229004,7.612644672393799,16.66666603088379,7.027056694030762,7.612644672393799,14.285714149475098,6.25,7.692307472229004,5.709483623504639,6.666666507720947,7.142857074737549,5.709483623504639,8.333333015441895,6.25,8.333333015441895,14.285714149475098,6.666666507720947,14.285714149475098,12.5,5.709483623504639,5.373631477355957,4.567586898803711,6.5251240730285645,7.142857074737549,5.882352828979492,5.263157844543457,9.135173797607422,6.090115547180176,8.333333015441895,7.027056694030762,3.9718146324157715,8.333333015441895,7.612644672393799,15.225289344787598,6.666666507720947,7.142857074737549,6.090115547180176,13.050248146057129,13.050248146057129,7.142857074737549,5.709483623504639,8.333333015441895,6.5251240730285645,4.350082874298096,5.709483623504639,8.333333015441895,6.666666507720947,14.285714149475098,7.612644672393799,7.612644672393799,3.8063223361968994,14.285714149475098,5.0,14.285714149475098,5.882352828979492,6.666666507720947,6.090115547180176,6.5251240730285645,7.142857074737549,6.666666507720947,6.090115547180176,4.807986259460449,15.225289344787598,7.612644672393799,8.304702758789062,7.612644672393799,15.225289344787598,16.66666603088379,6.090115547180176,4.34782600402832,5.709483623504639,5.882352828979492,5.709483623504639,6.666666507720947,6.5251240730285645,16.66666603088379,4.567586898803711,6.090115547180176,7.612644672393799,13.050248146057129,7.142857074737549,7.612644672393799,4.567586898803711,13.050248146057129,11.418967247009277,8.333333015441895,3.9718146324157715,5.373631477355957,6.090115547180176,10.150193214416504,11.11111068725586,14.285714149475098,6.5251240730285645,13.050248146057129,6.25,15.225289344787598,8.333333015441895,6.25,6.090115547180176,6.25,7.612644672393799,9.090909004211426,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
