$1,false,false,false,false,false,true,true,true,false,true,false,false,false,true,true,true
in3,false,false,false,false,false,false,false,false,true,true,true,true,true,true,true,true
in1,false,true,false,true,false,true,false,true,false,true,false,true,false,true,false,true
in2,false,false,true,true,false,false,true,true,false,false,true,true,false,false,true,true
$5,true,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false
in4,false,false,false,false,true,true,true,true,false,false,false,false,true,true,true,true
out,false,false,false,false,false,true,true,true,false,true,false,false,false,true,true,true
$2,true,true,true,true,false,false,false,false,false,false,true,true,false,false,false,false
$3,true,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false
$4,false,false,false,false,false,false,false,false,true,true,false,false,true,true,false,false
