in2,false,true,false,true,false,true,false,true,false,true,false,true,false,true,false,true
out,true,false,true,false,false,true,true,true,true,true,true,false,false,true,true,true
in3,false,false,true,true,false,false,true,true,false,false,true,true,false,false,true,true
$2,true,false,true,false,false,false,true,false,true,false,true,false,false,false,true,false
$1,false,false,false,false,false,true,false,true,false,true,false,false,false,true,false,true
$5,false,false,false,false,true,true,false,false,false,false,false,false,true,true,false,false
$7,false,false,false,false,false,false,false,false,true,true,false,false,true,true,false,false
in1,false,false,false,false,true,true,true,true,false,false,false,false,true,true,true,true
$3,true,true,true,true,false,false,false,false,false,false,true,true,false,false,false,false
$6,true,true,true,true,false,false,false,false,true,true,true,true,false,false,false,false
$8,true,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false
$4,true,false,true,false,true,false,true,false,true,false,true,false,true,false,true,false
in4,false,false,false,false,false,false,false,false,true,true,true,true,true,true,true,true
