$1,true,true,false,true,true,false,false,true,true,false,false,true,false,false,false,false
in2,false,true,false,true,false,true,false,true,false,true,false,true,false,true,false,true
in4,false,false,false,false,true,true,true,true,false,false,false,false,true,true,true,true
$6,true,true,false,false,true,true,false,false,true,true,false,false,true,true,false,false
$7,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true
$11,true,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false
$9,true,false,true,false,true,false,true,false,true,false,true,false,true,false,true,false
$2,false,false,true,false,false,false,true,false,false,false,true,false,false,false,true,false
$4,true,false,true,true,true,false,true,true,true,false,true,true,false,false,false,false
$5,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false
out,true,true,false,true,true,false,false,true,true,false,false,true,false,false,false,false
$8,false,true,false,false,false,true,false,false,false,true,false,false,false,true,false,false
in1,false,false,false,false,false,false,false,false,true,true,true,true,true,true,true,true
$3,false,false,false,false,false,true,false,false,false,true,false,false,true,true,true,true
$10,true,true,true,true,false,false,false,false,true,true,true,true,false,false,false,false
in3,false,false,true,true,false,false,true,true,false,false,true,true,false,false,true,true
