out,false,true,true,false,false,true,true,true,false,false,true,false,false,true,true,true
in2,false,false,false,false,true,true,true,true,false,false,false,false,true,true,true,true
in3,false,false,false,false,false,false,false,false,true,true,true,true,true,true,true,true
in1,false,true,false,true,false,true,false,true,false,true,false,true,false,true,false,true
$4,true,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false
$3,false,false,true,true,false,false,false,false,true,true,true,true,false,false,false,false
in4,false,false,true,true,false,false,true,true,false,false,true,true,false,false,true,true
$2,false,false,true,false,false,false,true,false,false,false,true,false,false,false,true,false
$5,true,true,false,false,true,true,false,false,false,false,false,false,false,false,false,false
$1,false,true,false,false,false,true,true,true,false,false,false,false,false,true,true,true
