in4,false,false,true,true,false,false,true,true,false,false,true,true,false,false,true,true
$3,false,false,true,true,false,false,false,false,false,false,true,true,false,false,false,false
$1,false,true,false,false,false,true,false,true,false,true,false,false,false,true,false,true
out,true,true,true,false,false,true,true,true,false,true,true,false,false,true,true,true
$5,false,false,false,false,true,true,false,false,true,true,false,false,true,true,false,false
$7,true,true,false,false,true,true,false,false,true,true,false,false,true,true,false,false
$6,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false
in1,false,false,false,false,true,true,true,true,false,false,false,false,true,true,true,true
$2,true,false,true,false,false,false,true,false,false,false,true,false,false,false,true,false
in3,false,true,false,true,false,true,false,true,false,true,false,true,false,true,false,true
$4,true,false,true,false,true,false,true,false,true,false,true,false,true,false,true,false
in2,false,false,false,false,false,false,false,false,true,true,true,true,true,true,true,true
