in2,false,false,true,true,false,false,true,true,false,false,true,true,false,false,true,true
$2,false,true,false,true,false,false,false,false,false,true,true,true,false,false,false,false
$7,true,false,true,false,true,false,true,false,false,false,false,false,false,false,false,false
in4,false,false,false,false,false,false,false,false,true,true,true,true,true,true,true,true
out,false,false,true,false,false,true,true,false,true,false,false,false,true,true,true,false
$8,true,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false
$3,true,false,false,true,true,false,false,true,false,false,false,true,false,false,false,true
$5,false,true,false,false,false,true,false,false,true,true,false,false,true,true,false,false
in1,false,true,false,true,false,true,false,true,false,true,false,true,false,true,false,true
$1,false,false,true,false,false,true,true,false,true,false,false,false,true,true,true,false
$9,true,false,true,false,true,true,true,true,false,false,false,false,true,true,true,true
$6,true,true,false,false,true,true,false,false,true,true,false,false,true,true,false,false
$10,false,true,false,true,false,false,false,false,true,true,true,true,false,false,false,false
$4,false,false,true,false,false,false,true,false,false,false,true,false,false,false,true,false
in3,false,false,false,false,true,true,true,true,false,false,false,false,true,true,true,true
